state,svf_true,svf_estimated,KL_divergence_1,KL_divergence_2
s0,0.000705954305185444,0.0026845637583892616,1.7181974641211286,3.769619532006577
s1,0.0011235856886986151,0.0013422818791946308,1.7181974641211286,3.769619532006577
s2,0.002951378270936176,0.0026845637583892616,1.7181974641211286,3.769619532006577
s3,0.0004246210300991656,0.0013422818791946308,1.7181974641211286,3.769619532006577
s4,0.0021213577388493293,0.003355704697986577,1.7181974641211286,3.769619532006577
s5,0.0034371587086627934,0.0006711409395973154,1.7181974641211286,3.769619532006577
s6,0.0027312044034773493,0.0020134228187919465,1.7181974641211286,3.769619532006577
s7,1e-12,0.0013422818791946308,1.7181974641211286,3.769619532006577
s8,0.002542483945655498,0.0013422818791946308,1.7181974641211286,3.769619532006577
s9,1e-12,0.0020134228187919465,1.7181974641211286,3.769619532006577
s10,0.00025861692368179634,0.0020134228187919465,1.7181974641211286,3.769619532006577
s11,0.00040365209034118213,0.0026845637583892616,1.7181974641211286,3.769619532006577
s12,0.0022978463151456904,0.0013422818791946308,1.7181974641211286,3.769619532006577
s13,0.001542964483858285,0.0006711409395973154,1.7181974641211286,3.769619532006577
s14,0.001528985190686296,0.0020134228187919465,1.7181974641211286,3.769619532006577
s15,0.002187759381416277,0.0006711409395973154,1.7181974641211286,3.769619532006577
s16,0.002612380411515443,0.0006711409395973154,1.7181974641211286,3.769619532006577
s17,0.0014887947228168275,0.0026845637583892616,1.7181974641211286,3.769619532006577
s18,0.0013070639115809707,1e-12,1.7181974641211286,3.769619532006577
s19,1e-12,0.0006711409395973154,1.7181974641211286,3.769619532006577
s20,0.0017544012930846185,1e-12,1.7181974641211286,3.769619532006577
s21,0.0018365296404700537,1e-12,1.7181974641211286,3.769619532006577
s22,0.00026385915862129223,0.0020134228187919465,1.7181974641211286,3.769619532006577
s23,0.0006884801887204579,0.0013422818791946308,1.7181974641211286,3.769619532006577
s24,1e-12,0.0013422818791946308,1.7181974641211286,3.769619532006577
s25,0.0011812502730330697,0.0013422818791946308,1.7181974641211286,3.769619532006577
s26,0.0060408020619457424,0.004026845637583893,1.7181974641211286,3.769619532006577
s27,1e-12,1e-12,1.7181974641211286,3.769619532006577
s28,0.007171377397230352,0.0026845637583892616,1.7181974641211286,3.769619532006577
s29,0.0010764055742431523,0.0013422818791946308,1.7181974641211286,3.769619532006577
s30,0.007335634092001223,0.0006711409395973154,1.7181974641211286,3.769619532006577
s31,0.0014573413131798523,0.0013422818791946308,1.7181974641211286,3.769619532006577
s32,0.007723559477523918,0.0026845637583892616,1.7181974641211286,3.769619532006577
s33,0.00294613603599668,0.0006711409395973154,1.7181974641211286,3.769619532006577
s34,0.0011165960421126208,0.0013422818791946308,1.7181974641211286,3.769619532006577
s35,0.0032606701323664323,0.0026845637583892616,1.7181974641211286,3.769619532006577
s36,0.002671792407496396,0.005369127516778523,1.7181974641211286,3.769619532006577
s37,0.0013524966143899349,0.008053691275167786,1.7181974641211286,3.769619532006577
s38,0.002355510899480145,0.005369127516778523,1.7181974641211286,3.769619532006577
s39,0.0036765541042331046,0.003355704697986577,1.7181974641211286,3.769619532006577
s40,0.0045677340439474025,0.003355704697986577,1.7181974641211286,3.769619532006577
s41,0.0007706085361058932,0.0013422818791946308,1.7181974641211286,3.769619532006577
s42,0.00025861692368179634,0.0020134228187919465,1.7181974641211286,3.769619532006577
s43,0.0011637761565680836,0.003355704697986577,1.7181974641211286,3.769619532006577
s44,0.003304355423528898,0.0013422818791946308,1.7181974641211286,3.769619532006577
s45,0.0017544012930846185,0.0006711409395973154,1.7181974641211286,3.769619532006577
s46,0.00261587523480844,0.003355704697986577,1.7181974641211286,3.769619532006577
s47,1e-12,1e-12,1.7181974641211286,3.769619532006577
s48,0.0011253331003451138,0.0020134228187919465,1.7181974641211286,3.769619532006577
s49,0.007393298676335678,0.0026845637583892616,1.7181974641211286,3.769619532006577
s50,0.0005084967891310995,0.004026845637583893,1.7181974641211286,3.769619532006577
s51,0.0001677515180638679,0.0006711409395973154,1.7181974641211286,3.769619532006577
s52,0.0006098466646280198,0.004026845637583893,1.7181974641211286,3.769619532006577
s53,0.0011200908654056178,0.0006711409395973154,1.7181974641211286,3.769619532006577
s54,0.00010309728714341882,1e-12,1.7181974641211286,3.769619532006577
s55,0.001542964483858285,0.0006711409395973154,1.7181974641211286,3.769619532006577
s56,0.00534533222663929,0.0006711409395973154,1.7181974641211286,3.769619532006577
s57,0.001044952164606177,0.0013422818791946308,1.7181974641211286,3.769619532006577
s58,0.0010030142850902101,0.0006711409395973154,1.7181974641211286,3.769619532006577
s59,0.001840024463763051,0.005369127516778523,1.7181974641211286,3.769619532006577
s60,0.0027312044034773493,0.0006711409395973154,1.7181974641211286,3.769619532006577
s61,0.00565112926477655,0.003355704697986577,1.7181974641211286,3.769619532006577
s62,0.0015027740159888165,0.0006711409395973154,1.7181974641211286,3.769619532006577
s63,0.004892752610196147,0.004026845637583893,1.7181974641211286,3.769619532006577
s64,0.0003721986807042069,0.0013422818791946308,1.7181974641211286,3.769619532006577
s65,0.0011742606264470753,0.0013422818791946308,1.7181974641211286,3.769619532006577
s66,0.0036276265781311433,0.004026845637583893,1.7181974641211286,3.769619532006577
s67,0.0005556769035865624,0.0020134228187919465,1.7181974641211286,3.769619532006577
s68,0.001840024463763051,0.005369127516778523,1.7181974641211286,3.769619532006577
s69,0.0026350967629199247,0.0006711409395973154,1.7181974641211286,3.769619532006577
s70,0.0016478091826482024,0.0013422818791946308,1.7181974641211286,3.769619532006577
s71,0.0016338298894762134,0.0006711409395973154,1.7181974641211286,3.769619532006577
s72,0.0014905421344633262,0.0013422818791946308,1.7181974641211286,3.769619532006577
s73,0.0027312044034773493,1e-12,1.7181974641211286,3.769619532006577
s74,0.002011270805119916,0.0006711409395973154,1.7181974641211286,3.769619532006577
s75,0.003825084094185488,1e-12,1.7181974641211286,3.769619532006577
s76,0.005048272246734525,0.0006711409395973154,1.7181974641211286,3.769619532006577
s77,0.00043685291162465597,0.0006711409395973154,1.7181974641211286,3.769619532006577
s78,0.00026910139356078807,0.0020134228187919465,1.7181974641211286,3.769619532006577
s79,0.00043685291162465597,0.0006711409395973154,1.7181974641211286,3.769619532006577
s80,1e-12,1e-12,1.7181974641211286,3.769619532006577
s81,1e-12,1e-12,1.7181974641211286,3.769619532006577
s82,0.00043685291162465597,1e-12,1.7181974641211286,3.769619532006577
s83,1e-12,1e-12,1.7181974641211286,3.769619532006577
s84,0.0009173911144117775,1e-12,1.7181974641211286,3.769619532006577
s85,0.0008719584116028133,0.0013422818791946308,1.7181974641211286,3.769619532006577
s86,0.0003145340963697523,0.0006711409395973154,1.7181974641211286,3.769619532006577
s87,0.0008719584116028133,0.0006711409395973154,1.7181974641211286,3.769619532006577
s88,0.0001677515180638679,0.0013422818791946308,1.7181974641211286,3.769619532006577
s89,0.0010764055742431523,0.0013422818791946308,1.7181974641211286,3.769619532006577
s90,0.002002533746887423,0.0006711409395973154,1.7181974641211286,3.769619532006577
s91,0.002002533746887423,0.0006711409395973154,1.7181974641211286,3.769619532006577
s92,0.00185400375693504,1e-12,1.7181974641211286,3.769619532006577
s93,0.0010764055742431523,0.0006711409395973154,1.7181974641211286,3.769619532006577
s94,0.002117862915556332,0.003355704697986577,1.7181974641211286,3.769619532006577
s95,0.0013909396706129047,0.0013422818791946308,1.7181974641211286,3.769619532006577
s96,0.008555327421257263,0.0006711409395973154,1.7181974641211286,3.769619532006577
s97,0.00031802891966274953,1e-12,1.7181974641211286,3.769619532006577
s98,0.001700231532043161,0.0006711409395973154,1.7181974641211286,3.769619532006577
s99,0.005902756541872352,0.0006711409395973154,1.7181974641211286,3.769619532006577
s100,0.003071949674544581,0.0006711409395973154,1.7181974641211286,3.769619532006577
s101,1e-12,0.003355704697986577,1.7181974641211286,3.769619532006577
s102,0.005008081778865056,0.0013422818791946308,1.7181974641211286,3.769619532006577
s103,0.00232405748984317,0.0020134228187919465,1.7181974641211286,3.769619532006577
s104,0.0008876851164213009,1e-12,1.7181974641211286,3.769619532006577
s105,0.0004351054999781574,0.0013422818791946308,1.7181974641211286,3.769619532006577
s106,0.0007706085361058932,0.0006711409395973154,1.7181974641211286,3.769619532006577
s107,0.0011235856886986151,0.0013422818791946308,1.7181974641211286,3.769619532006577
s108,0.0009173911144117775,1e-12,1.7181974641211286,3.769619532006577
s109,0.00043685291162465597,1e-12,1.7181974641211286,3.769619532006577
s110,1e-12,1e-12,1.7181974641211286,3.769619532006577
s111,0.00031802891966274953,0.0026845637583892616,1.7181974641211286,3.769619532006577
s112,0.0016093661264252326,0.0013422818791946308,1.7181974641211286,3.769619532006577
s113,8.73705823249312e-05,1e-12,1.7181974641211286,3.769619532006577
s114,0.00754357607793456,0.0026845637583892616,1.7181974641211286,3.769619532006577
s115,0.008246035559827006,0.0013422818791946308,1.7181974641211286,3.769619532006577
s116,0.006617447905290289,0.003355704697986577,1.7181974641211286,3.769619532006577
s117,0.008586780830894238,0.0020134228187919465,1.7181974641211286,3.769619532006577
s118,1e-12,0.0020134228187919465,1.7181974641211286,3.769619532006577
s119,0.0062365121663535885,0.0026845637583892616,1.7181974641211286,3.769619532006577
s120,0.0019903018653619326,0.004026845637583893,1.7181974641211286,3.769619532006577
s121,0.0022751299637412082,0.0013422818791946308,1.7181974641211286,3.769619532006577
s122,0.0012022192127910533,0.0026845637583892616,1.7181974641211286,3.769619532006577
s123,0.0019903018653619326,0.004026845637583893,1.7181974641211286,3.769619532006577
s124,0.004057489843169805,0.0026845637583892616,1.7181974641211286,3.769619532006577
s125,1e-12,0.0013422818791946308,1.7181974641211286,3.769619532006577
s126,1.747411646498624e-05,0.0013422818791946308,1.7181974641211286,3.769619532006577
s127,0.004583460748765891,0.0020134228187919465,1.7181974641211286,3.769619532006577
s128,0.0011235856886986151,0.0020134228187919465,1.7181974641211286,3.769619532006577
s129,1e-12,0.0013422818791946308,1.7181974641211286,3.769619532006577
s130,0.0038303263291249836,0.003355704697986577,1.7181974641211286,3.769619532006577
s131,0.000260364335328295,0.0020134228187919465,1.7181974641211286,3.769619532006577
