state,svf_true,svf_estimated,KL_divergence_1,KL_divergence_2
s0,0.03330169277013131,0.0502092050209205,0.15029315797677673,0.15281029344925964
s1,0.04413858566682487,0.05439330543933055,0.15029315797677673,0.15281029344925964
s2,0.02167378579338712,0.012552301255230125,0.15029315797677673,0.15281029344925964
s3,0.02570795760164531,0.016736401673640166,0.15029315797677673,0.15281029344925964
s4,0.023809523809523808,0.029288702928870293,0.15029315797677673,0.15281029344925964
s5,0.023255813953488372,0.04602510460251046,0.15029315797677673,0.15281029344925964
s6,0.017639613985128935,0.04184100418410042,0.15029315797677673,0.15281029344925964
s7,0.03456731529821231,0.04602510460251046,0.15029315797677673,0.15281029344925964
s8,0.03330169277013131,0.03765690376569038,0.15029315797677673,0.15281029344925964
s9,0.0170859041290935,0.029288702928870293,0.15029315797677673,0.15281029344925964
s10,0.032668881506090805,0.03347280334728033,0.15029315797677673,0.15281029344925964
s11,0.01748141116911881,0.012552301255230125,0.15029315797677673,0.15281029344925964
s12,0.032194273058060434,0.016736401673640166,0.15029315797677673,0.15281029344925964
s13,0.031245056161999685,0.03765690376569038,0.15029315797677673,0.15281029344925964
s14,0.013051732320835311,0.03765690376569038,0.15029315797677673,0.15281029344925964
s15,0.011548805568739124,0.012552301255230125,0.15029315797677673,0.15281029344925964
s16,0.03132415757000474,0.012552301255230125,0.15029315797677673,0.15281029344925964
s17,0.024046828033538997,0.016736401673640166,0.15029315797677673,0.15281029344925964
s18,0.009571270368612562,0.02510460251046025,0.15029315797677673,0.15281029344925964
s19,0.021752887201392186,0.012552301255230125,0.15029315797677673,0.15281029344925964
s20,0.024600537889574434,0.029288702928870293,0.15029315797677673,0.15281029344925964
s21,0.04413858566682487,0.02092050209205021,0.15029315797677673,0.15281029344925964
s22,0.03504192374624268,0.016736401673640166,0.15029315797677673,0.15281029344925964
s23,0.018588830881189684,0.029288702928870293,0.15029315797677673,0.15281029344925964
s24,0.028634709697832623,0.029288702928870293,0.15029315797677673,0.15281029344925964
s25,0.023414016769498495,0.029288702928870293,0.15029315797677673,0.15281029344925964
s26,0.012023414016769499,0.02092050209205021,0.15029315797677673,0.15281029344925964
s27,0.029583926593893372,0.02092050209205021,0.15029315797677673,0.15281029344925964
s28,0.04010441385856668,0.02510460251046025,0.15029315797677673,0.15281029344925964
s29,0.025312450561619997,0.012552301255230125,0.15029315797677673,0.15281029344925964
s30,0.02317671254548331,0.02510460251046025,0.15029315797677673,0.15281029344925964
s31,0.009096661920582186,0.016736401673640166,0.15029315797677673,0.15281029344925964
s32,0.04081632653061224,0.016736401673640166,0.15029315797677673,0.15281029344925964
s33,0.04342667299477931,0.02092050209205021,0.15029315797677673,0.15281029344925964
s34,0.011232399936718873,0.03765690376569038,0.15029315797677673,0.15281029344925964
s35,0.04477139693086537,0.02092050209205021,0.15029315797677673,0.15281029344925964
s36,0.023414016769498495,0.016736401673640166,0.15029315797677673,0.15281029344925964
s37,0.023255813953488372,0.029288702928870293,0.15029315797677673,0.15281029344925964
